"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1541096217,0,0,0,0,0,2073,1539,3126,3087,2073,1539,3126,3087,0,0,0,0
1541096218,0,0,0,0,0,2073,1539,3126,3087,2073,1539,3126,3087,0,0,0,0
1541096219,0,0,0,0,0,2073,1539,3126,3087,2073,1539,3126,3087,0,0,0,0
1541096220,0,0,0,0,0,2073,1539,3126,3087,2073,1539,3126,3087,0,0,0,0
1541096221,0,0,0,0,0,2073,1539,3126,3087,2073,1539,3126,3087,0,0,0,0
1541096222,0,0,0,0,0,2073,1539,3126,3087,2073,1539,3126,3087,0,0,0,0
1541096223,0,0,0,0,0,2073,1539,3126,3087,2073,1539,3126,3087,0,0,0,0
1541096224,0,0,0,0,0,2589,1539,3144,3087,2073,1539,3126,3087,516,0,18,0
1541096225,0,0,0,0,0,2623,1539,3242,3087,2589,1539,3144,3087,34,0,98,0
1541096226,0,0,0,0,0,2647,1539,3290,3087,2623,1539,3242,3087,24,0,48,0
1541096227,0,0,0,0,0,2680,1539,3356,3087,2647,1539,3290,3087,33,0,66,0
1541096228,0,0,0,0,0,2702,1539,3376,3087,2680,1539,3356,3087,22,0,20,0
1541096229,0,0,0,0,0,2714,1539,3406,3087,2702,1539,3376,3087,12,0,30,0
1541096230,0,0,0,0,0,2722,1539,3428,3087,2714,1539,3406,3087,8,0,22,0
1541096231,0,0,0,0,0,2722,1539,3428,3087,2722,1539,3428,3087,0,0,0,0
1541096232,0,0,0,0,0,2722,1539,3428,3087,2722,1539,3428,3087,0,0,0,0
1541096233,0,0,0,0,0,2765,1539,3466,3087,2722,1539,3428,3087,43,0,38,0
1541096234,0,0,0,0,0,2780,1539,3496,3087,2765,1539,3466,3087,15,0,30,0
1541096235,0,0,0,0,0,2800,1539,3536,3087,2780,1539,3496,3087,20,0,40,0
1541096236,0,0,0,0,0,2820,1539,3576,3087,2800,1539,3536,3087,20,0,40,0
1541096237,0,0,0,0,0,2835,1539,3606,3087,2820,1539,3576,3087,15,0,30,0
1541096238,0,0,0,0,0,2855,1539,3646,3087,2835,1539,3606,3087,20,0,40,0
1541096239,0,0,0,0,0,2870,1539,3676,3087,2855,1539,3646,3087,15,0,30,0
1541096240,0,0,0,0,0,2890,1539,3716,3087,2870,1539,3676,3087,20,0,40,0
1541096241,0,0,0,0,0,2910,1539,3756,3087,2890,1539,3716,3087,20,0,40,0
1541096242,0,0,0,0,0,2925,1539,3786,3087,2910,1539,3756,3087,15,0,30,0
1541096243,0,0,0,0,0,2945,1539,3826,3087,2925,1539,3786,3087,20,0,40,0
1541096244,0,0,0,0,0,2960,1539,3856,3087,2945,1539,3826,3087,15,0,30,0
1541096245,0,0,0,0,0,2980,1539,3896,3087,2960,1539,3856,3087,20,0,40,0
1541096246,0,0,0,0,0,3000,1539,3936,3087,2980,1539,3896,3087,20,0,40,0
1541096247,0,0,0,0,0,3015,1539,3966,3087,3000,1539,3936,3087,15,0,30,0
1541096248,0,0,0,0,0,3035,1539,4006,3087,3015,1539,3966,3087,20,0,40,0
1541096249,0,0,0,0,0,3050,1539,4036,3087,3035,1539,4006,3087,15,0,30,0
1541096250,0,0,0,0,0,3070,1539,4076,3087,3050,1539,4036,3087,20,0,40,0
1541096251,0,0,0,0,0,3090,1539,4116,3087,3070,1539,4076,3087,20,0,40,0
1541096252,0,0,0,0,0,3105,1539,4146,3087,3090,1539,4116,3087,15,0,30,0
1541096253,0,0,0,0,0,3123,1539,4182,3087,3105,1539,4146,3087,18,0,36,0
1541096254,0,0,0,0,0,3141,1539,4218,3087,3123,1539,4182,3087,18,0,36,0
1541096255,0,0,0,0,0,3145,1539,4226,3087,3141,1539,4218,3087,4,0,8,0
1541096256,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096257,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096258,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096259,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096260,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096261,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096262,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096263,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096264,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096265,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096266,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096267,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096268,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096269,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096270,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096271,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096272,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096273,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096274,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096275,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096276,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096277,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096278,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096279,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096280,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096281,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096282,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096283,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096284,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096285,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096286,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096287,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096288,0,0,0,0,0,3145,1539,4226,3087,3145,1539,4226,3087,0,0,0,0
1541096290,0,0,0,0,0,3494,1539,4230,3087,3145,1539,4226,3087,349,0,4,0
1541096291,0,0,0,0,0,3494,1539,4288,3087,3494,1539,4230,3087,0,0,58,0
1541096292,0,0,0,0,0,3494,1539,4288,3087,3494,1539,4288,3087,0,0,0,0
1541096293,0,0,0,0,0,3515,1539,4303,3087,3494,1539,4288,3087,21,0,15,0
1541096294,0,0,0,0,0,3526,1539,4333,3087,3515,1539,4303,3087,11,0,30,0
1541096295,0,0,0,0,0,3533,1539,4351,3087,3526,1539,4333,3087,7,0,18,0
1541096296,0,0,0,0,0,3533,1539,4351,3087,3533,1539,4351,3087,0,0,0,0
1541096297,0,0,0,0,0,3533,1539,4351,3087,3533,1539,4351,3087,0,0,0,0
1541096298,0,0,0,0,0,3578,1539,4393,3087,3533,1539,4351,3087,45,0,42,0
1541096299,0,0,0,0,0,3593,1539,4423,3087,3578,1539,4393,3087,15,0,30,0
1541096300,0,0,0,0,0,3613,1539,4463,3087,3593,1539,4423,3087,20,0,40,0
1541096301,0,0,0,0,0,3632,1539,4501,3087,3613,1539,4463,3087,19,0,38,0
1541096302,0,0,0,0,0,3650,1539,4537,3087,3632,1539,4501,3087,18,0,36,0
1541096303,0,0,0,0,0,3663,1539,4563,3087,3650,1539,4537,3087,13,0,26,0
1541096304,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096305,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096306,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096307,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096308,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096309,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096310,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096311,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096312,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096313,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096314,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096315,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096316,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096317,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096318,0,0,0,0,0,3663,1539,4563,3087,3663,1539,4563,3087,0,0,0,0
1541096319,0,0,0,0,0,3833,1539,4571,3087,3663,1539,4563,3087,170,0,8,0
1541096320,0,0,0,0,0,3847,1539,4613,3087,3833,1539,4571,3087,14,0,42,0
1541096321,0,0,0,0,0,3849,1539,4619,3087,3847,1539,4613,3087,2,0,6,0
1541096322,0,0,0,0,0,3849,1539,4619,3087,3849,1539,4619,3087,0,0,0,0
1541096323,0,0,0,0,0,3880,1539,4633,3087,3849,1539,4619,3087,31,0,14,0
1541096324,0,0,0,0,0,3895,1539,4663,3087,3880,1539,4633,3087,15,0,30,0
1541096325,0,0,0,0,0,3915,1539,4703,3087,3895,1539,4663,3087,20,0,40,0
1541096326,0,0,0,0,0,3935,1539,4743,3087,3915,1539,4703,3087,20,0,40,0
1541096327,0,0,0,0,0,3950,1539,4773,3088,3935,1539,4743,3087,15,0,30,1
1541096328,0,0,0,0,0,3967,1539,4807,3088,3950,1539,4773,3088,17,0,34,0
1541096329,0,0,0,0,0,3988,1539,4849,3088,3967,1539,4807,3088,21,0,42,0
1541096330,0,0,0,0,0,3995,1539,4863,3088,3988,1539,4849,3088,7,0,14,0
1541096331,0,0,0,0,0,3995,1539,4863,3088,3995,1539,4863,3088,0,0,0,0
1541096332,0,0,0,0,0,3995,1539,4863,3088,3995,1539,4863,3088,0,0,0,0
1541096333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096335,0,0,0,0,0,29,57,6,115,0,0,0,0,29,57,6,115
1541096336,0,0,0,0,0,49,105,84,211,29,57,6,115,20,48,78,96
1541096337,0,0,0,0,0,69,152,124,305,49,105,84,211,20,47,40,94
1541096338,0,0,0,0,0,84,188,154,377,69,152,124,305,15,36,30,72
1541096339,0,0,0,0,0,104,236,194,473,84,188,154,377,20,48,40,96
1541096340,0,0,0,0,0,119,272,224,545,104,236,194,473,15,36,30,72
1541096341,0,0,0,0,0,139,320,264,641,119,272,224,545,20,48,40,96
1541096342,0,0,0,0,0,144,332,274,665,139,320,264,641,5,12,10,24
1541096343,0,0,0,0,0,166,332,276,665,144,332,274,665,22,0,2,0
1541096344,0,0,0,0,0,166,332,276,665,166,332,276,665,0,0,0,0
1541096345,0,0,0,0,0,166,332,276,665,166,332,276,665,0,0,0,0
1541096346,0,0,0,0,0,166,332,276,665,166,332,276,665,0,0,0,0
1541096347,0,0,0,0,0,207,387,318,777,166,332,276,665,41,55,42,112
1541096348,0,0,0,0,0,225,435,358,873,207,387,318,777,18,48,40,96
1541096351,0,0,0,0,0,234,454,376,911,225,435,358,873,9,19,18,38
1541096352,0,0,0,0,0,281,512,458,1032,234,454,376,911,47,58,82,121
1541096353,0,0,0,0,0,301,560,498,1128,281,512,458,1032,20,48,40,96
1541096354,0,0,0,0,0,316,596,528,1200,301,560,498,1128,15,36,30,72
1541096355,0,0,0,0,0,336,644,568,1296,316,596,528,1200,20,48,40,96
1541096356,0,0,0,0,0,356,691,608,1390,336,644,568,1296,20,47,40,94
1541096357,0,0,0,0,0,371,727,638,1462,356,691,608,1390,15,36,30,72
1541096358,0,0,0,0,0,391,775,678,1558,371,727,638,1462,20,48,40,96
1541096359,0,0,0,0,0,406,811,708,1630,391,775,678,1558,15,36,30,72
1541096360,0,0,0,0,0,426,859,748,1726,406,811,708,1630,20,48,40,96
1541096361,0,0,0,0,0,446,907,788,1822,426,859,748,1726,20,48,40,96
1541096362,0,0,0,0,0,461,943,818,1894,446,907,788,1822,15,36,30,72
1541096363,0,0,0,0,0,481,991,858,1990,461,943,818,1894,20,48,40,96
1541096364,0,0,0,0,0,496,1026,888,2060,481,991,858,1990,15,35,30,70
1541096365,0,0,0,0,0,516,1074,928,2156,496,1026,888,2060,20,48,40,96
1541096366,0,0,0,0,0,535,1106,966,2223,516,1074,928,2156,19,32,38,67
1541096367,0,0,0,0,0,550,1109,996,2229,535,1106,966,2223,15,3,30,6
1541096368,0,0,0,0,0,550,1109,996,2229,550,1109,996,2229,0,0,0,0
1541096369,0,0,0,0,0,550,1109,996,2229,550,1109,996,2229,0,0,0,0
1541096370,0,0,0,0,0,550,1109,996,2229,550,1109,996,2229,0,0,0,0
1541096371,0,0,0,0,0,550,1109,996,2229,550,1109,996,2229,0,0,0,0
1541096372,0,0,0,0,0,550,1109,996,2229,550,1109,996,2229,0,0,0,0
1541096373,0,0,0,0,0,550,1109,996,2229,550,1109,996,2229,0,0,0,0
1541096374,0,0,0,0,0,550,1109,996,2229,550,1109,996,2229,0,0,0,0
1541096375,0,0,0,0,0,634,1109,1002,2229,550,1109,996,2229,84,0,6,0
1541096376,0,0,0,0,0,634,1109,1002,2229,634,1109,1002,2229,0,0,0,0
1541096377,0,0,0,0,0,634,1109,1002,2232,634,1109,1002,2229,0,0,0,3
1541096378,0,0,0,0,0,664,1109,1064,2232,634,1109,1002,2232,30,0,62,0
1541096379,0,0,0,0,0,664,1109,1068,2232,664,1109,1064,2232,0,0,4,0
1541096380,0,0,0,0,0,664,1122,1068,2258,664,1109,1068,2232,0,13,0,26
1541096381,0,0,0,0,0,664,1158,1068,2330,664,1122,1068,2258,0,36,0,72
1541096382,0,0,0,0,0,664,1206,1068,2426,664,1158,1068,2330,0,48,0,96
1541096383,0,0,0,0,0,681,1252,1106,2518,664,1206,1068,2426,17,46,38,92
1541096384,0,0,0,0,0,700,1295,1144,2604,681,1252,1106,2518,19,43,38,86
1541096385,0,0,0,0,0,718,1338,1180,2690,700,1295,1144,2604,18,43,36,86
1541096386,0,0,0,0,0,736,1376,1216,2766,718,1338,1180,2690,18,38,36,76
1541096387,0,0,0,0,0,740,1376,1224,2766,736,1376,1216,2766,4,0,8,0
1541096388,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096389,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096390,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096391,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096392,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096393,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096394,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096395,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096396,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096397,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096398,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096399,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096400,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096401,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096402,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096403,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096404,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096405,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096406,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096407,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096408,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096409,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096410,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096411,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096412,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096413,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096414,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096415,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096416,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096417,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096418,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096419,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096420,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096421,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096422,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096423,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096424,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096425,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096426,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096427,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096428,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096429,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096430,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096431,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096432,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096433,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096434,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096435,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096436,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096437,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096438,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096439,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096440,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096441,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096442,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096443,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096444,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096445,0,0,0,0,0,740,1376,1224,2766,740,1376,1224,2766,0,0,0,0
1541096446,0,0,0,0,0,1336,1376,1264,2768,740,1376,1224,2766,596,0,40,2
1541096447,0,0,0,0,0,1342,1376,1280,2768,1336,1376,1264,2768,6,0,16,0
1541096448,0,0,0,0,0,1342,1376,1280,2768,1342,1376,1280,2768,0,0,0,0
1541096449,0,0,0,0,0,1342,1409,1280,2834,1342,1376,1280,2768,0,33,0,66
1541096450,0,0,0,0,0,1342,1444,1280,2904,1342,1409,1280,2834,0,35,0,70
1541096451,0,0,0,0,0,1391,1490,1306,2996,1342,1444,1280,2904,49,46,26,92
1541096452,0,0,0,0,0,1409,1533,1342,3082,1391,1490,1306,2996,18,43,36,86
1541096453,0,0,0,0,0,1427,1576,1378,3168,1409,1533,1342,3082,18,43,36,86
1541096454,0,0,0,0,0,1446,1612,1416,3240,1427,1576,1378,3168,19,36,38,72
1541096455,0,0,0,0,0,1449,1612,1422,3240,1446,1612,1416,3240,3,0,6,0
1541096456,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096457,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096458,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096459,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096460,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096461,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096462,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096463,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096464,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096465,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096466,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096467,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096468,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096469,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096470,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096471,0,0,0,0,0,1449,1612,1422,3240,1449,1612,1422,3240,0,0,0,0
1541096472,0,0,0,0,0,1630,1612,1432,3240,1449,1612,1422,3240,181,0,10,0
1541096473,0,0,0,0,0,1630,1612,1432,3240,1630,1612,1432,3240,0,0,0,0
1541096474,0,0,0,0,0,1630,1612,1432,3240,1630,1612,1432,3240,0,0,0,0
1541096475,0,0,0,0,0,1630,1635,1432,3286,1630,1612,1432,3240,0,23,0,46
1541096476,0,0,0,0,0,1630,1683,1432,3382,1630,1635,1432,3286,0,48,0,96
1541096477,0,0,0,0,0,1630,1719,1432,3454,1630,1683,1432,3382,0,36,0,72
1541096478,0,0,0,0,0,1630,1767,1432,3550,1630,1719,1432,3454,0,48,0,96
1541096479,0,0,0,0,0,1630,1803,1432,3622,1630,1767,1432,3550,0,36,0,72
1541096480,0,0,0,0,0,1630,1851,1432,3718,1630,1803,1432,3622,0,48,0,96
1541096481,0,0,0,0,0,1630,1887,1432,3790,1630,1851,1432,3718,0,36,0,72
1541096482,0,0,0,0,0,1630,1935,1432,3886,1630,1887,1432,3790,0,48,0,96
1541096483,0,0,0,0,0,1630,1983,1432,3982,1630,1935,1432,3886,0,48,0,96
1541096484,0,0,0,0,0,1630,2019,1432,4054,1630,1983,1432,3982,0,36,0,72
1541096485,0,0,0,0,0,1630,2067,1432,4150,1630,2019,1432,4054,0,48,0,96
1541096486,0,0,0,0,0,1630,2103,1432,4222,1630,2067,1432,4150,0,36,0,72
1541096487,0,0,0,0,0,1630,2151,1432,4318,1630,2103,1432,4222,0,48,0,96
1541096488,0,0,0,0,0,1630,2199,1432,4414,1630,2151,1432,4318,0,48,0,96
1541096489,0,0,0,0,0,1630,2235,1432,4486,1630,2199,1432,4414,0,36,0,72
1541096490,0,0,0,0,0,1630,2283,1432,4582,1630,2235,1432,4486,0,48,0,96
1541096491,0,0,0,0,0,1630,2319,1432,4654,1630,2283,1432,4582,0,36,0,72
1541096492,0,0,0,0,0,1630,2334,1432,4687,1630,2319,1432,4654,0,15,0,33
1541096493,0,0,0,0,0,1630,2334,1432,4687,1630,2334,1432,4687,0,0,0,0
1541096494,0,0,0,0,0,1630,2334,1432,4687,1630,2334,1432,4687,0,0,0,0
1541096495,0,0,0,0,0,1630,2348,1432,4715,1630,2334,1432,4687,0,14,0,28
1541096496,0,0,0,0,0,1630,2359,1432,4740,1630,2348,1432,4715,0,11,0,25
1541096497,0,0,0,0,0,1630,2359,1432,4740,1630,2359,1432,4740,0,0,0,0
1541096498,0,0,0,0,0,1630,2359,1432,4740,1630,2359,1432,4740,0,0,0,0
1541096499,0,0,0,0,0,1630,2369,1432,4760,1630,2359,1432,4740,0,10,0,20
1541096500,0,0,0,0,0,1630,2417,1432,4856,1630,2369,1432,4760,0,48,0,96
1541096501,0,0,0,0,0,1630,2453,1432,4928,1630,2417,1432,4856,0,36,0,72
1541096503,0,0,0,0,0,1630,2563,1432,5148,1630,2453,1432,4928,0,110,0,220
1541096504,0,0,0,0,0,1630,2563,1432,5151,1630,2563,1432,5148,0,0,0,3
1541096505,0,0,0,0,0,1630,2563,1432,5151,1630,2563,1432,5151,0,0,0,0
1541096506,0,0,0,0,0,1630,2563,1432,5151,1630,2563,1432,5151,0,0,0,0
1541096507,0,0,0,0,0,1630,2583,1432,5191,1630,2563,1432,5151,0,20,0,40
1541096508,0,0,0,0,0,1630,2588,1432,5204,1630,2583,1432,5191,0,5,0,13
1541096509,0,0,0,0,0,1630,2588,1432,5204,1630,2588,1432,5204,0,0,0,0
1541096510,0,0,0,0,0,1630,2588,1432,5204,1630,2588,1432,5204,0,0,0,0
1541096511,0,0,0,0,0,1630,2604,1432,5236,1630,2588,1432,5204,0,16,0,32
1541096512,0,0,0,0,0,1630,2640,1432,5308,1630,2604,1432,5236,0,36,0,72
1541096513,0,0,0,0,0,1630,2691,1432,5410,1630,2640,1432,5308,0,51,0,102
1541096514,0,0,0,0,0,1630,2726,1432,5480,1630,2691,1432,5410,0,35,0,70
1541096515,0,0,0,0,0,1630,2774,1432,5576,1630,2726,1432,5480,0,48,0,96
1541096516,0,0,0,0,0,1630,2822,1432,5672,1630,2774,1432,5576,0,48,0,96
1541096517,0,0,0,0,0,1630,2858,1432,5744,1630,2822,1432,5672,0,36,0,72
1541096518,0,0,0,0,0,1630,2906,1432,5840,1630,2858,1432,5744,0,48,0,96
1541096519,0,0,0,0,0,1630,2942,1432,5912,1630,2906,1432,5840,0,36,0,72
1541096520,0,0,0,0,0,1630,2990,1432,6008,1630,2942,1432,5912,0,48,0,96
1541096521,0,0,0,0,0,1630,3026,1432,6080,1630,2990,1432,6008,0,36,0,72
1541096522,0,0,0,0,0,1630,3074,1432,6176,1630,3026,1432,6080,0,48,0,96
