"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1541096523,0,0,0,0,0,1630,3122,1432,6272,1630,3074,1432,6176,0,48,0,96
1541096524,0,0,0,0,0,1630,3158,1432,6344,1630,3122,1432,6272,0,36,0,72
1541096525,0,0,0,0,0,1630,3206,1432,6440,1630,3158,1432,6344,0,48,0,96
1541096526,0,0,0,0,0,1630,3242,1432,6512,1630,3206,1432,6440,0,36,0,72
1541096527,0,0,0,0,0,1630,3290,1432,6608,1630,3242,1432,6512,0,48,0,96
1541096528,0,0,0,0,0,1630,3338,1432,6704,1630,3290,1432,6608,0,48,0,96
1541096529,0,0,0,0,0,1630,3374,1432,6776,1630,3338,1432,6704,0,36,0,72
1541096530,0,0,0,0,0,1630,3422,1432,6872,1630,3374,1432,6776,0,48,0,96
1541096531,0,0,0,0,0,1630,3458,1432,6944,1630,3422,1432,6872,0,36,0,72
1541096532,0,0,0,0,0,1630,3506,1432,7040,1630,3458,1432,6944,0,48,0,96
1541096534,0,0,0,0,0,1630,3611,1432,7250,1630,3506,1432,7040,0,105,0,210
1541096535,0,0,0,0,0,1630,3634,1432,7296,1630,3611,1432,7250,0,23,0,46
1541096536,0,0,0,0,0,1630,3682,1432,7392,1630,3634,1432,7296,0,48,0,96
1541096537,0,0,0,0,0,1630,3718,1432,7464,1630,3682,1432,7392,0,36,0,72
1541096538,0,0,0,0,0,1630,3766,1432,7560,1630,3718,1432,7464,0,48,0,96
1541096539,0,0,0,0,0,1630,3802,1432,7632,1630,3766,1432,7560,0,36,0,72
1541096540,0,0,0,0,0,1630,3817,1432,7665,1630,3802,1432,7632,0,15,0,33
1541096541,0,0,0,0,0,1630,3817,1432,7665,1630,3817,1432,7665,0,0,0,0
1541096542,0,0,0,0,0,1630,3817,1432,7665,1630,3817,1432,7665,0,0,0,0
1541096543,0,0,0,0,0,1630,3835,1432,7701,1630,3817,1432,7665,0,18,0,36
1541096544,0,0,0,0,0,1630,3871,1432,7773,1630,3835,1432,7701,0,36,0,72
1541096545,0,0,0,0,0,1630,3919,1432,7869,1630,3871,1432,7773,0,48,0,96
1541096546,0,0,0,0,0,1630,3967,1432,7965,1630,3919,1432,7869,0,48,0,96
1541096547,0,0,0,0,0,1630,4021,1432,8073,1630,3967,1432,7965,0,54,0,108
1541096548,0,0,0,0,0,1630,4021,1432,8076,1630,4021,1432,8073,0,0,0,3
1541096549,0,0,0,0,0,1630,4021,1432,8076,1630,4021,1432,8076,0,0,0,0
1541096550,0,0,0,0,0,1630,4021,1432,8076,1630,4021,1432,8076,0,0,0,0
1541096551,0,0,0,0,0,1630,4037,1432,8108,1630,4021,1432,8076,0,16,0,32
1541096552,0,0,0,0,0,1630,4085,1432,8204,1630,4037,1432,8108,0,48,0,96
1541096553,0,0,0,0,0,1630,4121,1432,8276,1630,4085,1432,8204,0,36,0,72
1541096554,0,0,0,0,0,1630,4169,1432,8372,1630,4121,1432,8276,0,48,0,96
1541096555,0,0,0,0,0,1630,4205,1432,8444,1630,4169,1432,8372,0,36,0,72
1541096556,0,0,0,0,0,1630,4253,1432,8540,1630,4205,1432,8444,0,48,0,96
1541096557,0,0,0,0,0,1630,4289,1432,8612,1630,4253,1432,8540,0,36,0,72
1541096558,0,0,0,0,0,1630,4337,1432,8708,1630,4289,1432,8612,0,48,0,96
1541096559,0,0,0,0,0,1630,4385,1432,8804,1630,4337,1432,8708,0,48,0,96
1541096560,0,0,0,0,0,1630,4421,1432,8876,1630,4385,1432,8804,0,36,0,72
1541096561,0,0,0,0,0,1630,4469,1432,8972,1630,4421,1432,8876,0,48,0,96
1541096562,0,0,0,0,0,1630,4505,1432,9044,1630,4469,1432,8972,0,36,0,72
1541096563,0,0,0,0,0,1630,4553,1432,9140,1630,4505,1432,9044,0,48,0,96
1541096564,0,0,0,0,0,1630,4601,1432,9236,1630,4553,1432,9140,0,48,0,96
1541096565,0,0,0,0,0,1630,4637,1432,9308,1630,4601,1432,9236,0,36,0,72
1541096566,0,0,0,0,0,1630,4685,1432,9404,1630,4637,1432,9308,0,48,0,96
1541096567,0,0,0,0,0,1630,4721,1432,9476,1630,4685,1432,9404,0,36,0,72
1541096568,0,0,0,0,0,1630,4769,1432,9572,1630,4721,1432,9476,0,48,0,96
1541096569,0,0,0,0,0,1630,4817,1432,9668,1630,4769,1432,9572,0,48,0,96
1541096570,0,0,0,0,0,1630,4853,1432,9740,1630,4817,1432,9668,0,36,0,72
1541096571,0,0,0,0,0,1630,4901,1432,9836,1630,4853,1432,9740,0,48,0,96
1541096572,0,0,0,0,0,1630,4937,1432,9908,1630,4901,1432,9836,0,36,0,72
1541096573,0,0,0,0,0,1630,4985,1432,10004,1630,4937,1432,9908,0,48,0,96
1541096574,0,0,0,0,0,1630,5033,1432,10100,1630,4985,1432,10004,0,48,0,96
1541096575,0,0,0,0,0,1630,5069,1432,10172,1630,5033,1432,10100,0,36,0,72
1541096576,0,0,0,0,0,1630,5078,1432,10193,1630,5069,1432,10172,0,9,0,21
1541096577,0,0,0,0,0,1630,5078,1432,10193,1630,5078,1432,10193,0,0,0,0
1541096578,0,0,0,0,0,1630,5078,1432,10193,1630,5078,1432,10193,0,0,0,0
1541096579,0,0,0,0,0,1630,5090,1432,10217,1630,5078,1432,10193,0,12,0,24
1541096580,0,0,0,0,0,1630,5138,1432,10313,1630,5090,1432,10217,0,48,0,96
1541096581,0,0,0,0,0,1630,5186,1432,10409,1630,5138,1432,10313,0,48,0,96
1541096582,0,0,0,0,0,1630,5222,1432,10481,1630,5186,1432,10409,0,36,0,72
1541096583,0,0,0,0,0,1630,5270,1432,10577,1630,5222,1432,10481,0,48,0,96
1541096584,0,0,0,0,0,1630,5306,1432,10649,1630,5270,1432,10577,0,36,0,72
1541096585,0,0,0,0,0,1630,5354,1432,10745,1630,5306,1432,10649,0,48,0,96
1541096586,0,0,0,0,0,1630,5402,1432,10841,1630,5354,1432,10745,0,48,0,96
1541096587,0,0,0,0,0,1630,5438,1432,10913,1630,5402,1432,10841,0,36,0,72
1541096588,0,0,0,0,0,1630,5486,1432,11009,1630,5438,1432,10913,0,48,0,96
1541096589,0,0,0,0,0,1630,5522,1432,11081,1630,5486,1432,11009,0,36,0,72
1541096590,0,0,0,0,0,1630,5570,1432,11177,1630,5522,1432,11081,0,48,0,96
1541096591,0,0,0,0,0,1630,5618,1432,11273,1630,5570,1432,11177,0,48,0,96
1541096592,0,0,0,0,0,1630,5654,1432,11345,1630,5618,1432,11273,0,36,0,72
1541096593,0,0,0,0,0,1630,5702,1432,11441,1630,5654,1432,11345,0,48,0,96
1541096594,0,0,0,0,0,1630,5738,1432,11513,1630,5702,1432,11441,0,36,0,72
1541096595,0,0,0,0,0,1630,5786,1432,11609,1630,5738,1432,11513,0,48,0,96
1541096596,0,0,0,0,0,1630,5791,1432,11622,1630,5786,1432,11609,0,5,0,13
1541096597,0,0,0,0,0,1630,5791,1432,11622,1630,5791,1432,11622,0,0,0,0
1541096598,0,0,0,0,0,1630,5791,1432,11622,1630,5791,1432,11622,0,0,0,0
1541096599,0,0,0,0,0,1630,5807,1432,11654,1630,5791,1432,11622,0,16,0,32
1541096600,0,0,0,0,0,1630,5855,1432,11750,1630,5807,1432,11654,0,48,0,96
1541096601,0,0,0,0,0,1630,5891,1432,11822,1630,5855,1432,11750,0,36,0,72
1541096602,0,0,0,0,0,1630,5939,1432,11918,1630,5891,1432,11822,0,48,0,96
1541096603,0,0,0,0,0,1630,5987,1432,12014,1630,5939,1432,11918,0,48,0,96
1541096604,0,0,0,0,0,1630,6023,1432,12086,1630,5987,1432,12014,0,36,0,72
1541096605,0,0,0,0,0,1630,6071,1432,12182,1630,6023,1432,12086,0,48,0,96
1541096606,0,0,0,0,0,1630,6107,1432,12254,1630,6071,1432,12182,0,36,0,72
1541096607,0,0,0,0,0,1630,6155,1432,12350,1630,6107,1432,12254,0,48,0,96
1541096608,0,0,0,0,0,1630,6203,1432,12446,1630,6155,1432,12350,0,48,0,96
1541096609,0,0,0,0,0,1630,6239,1432,12518,1630,6203,1432,12446,0,36,0,72
1541096610,0,0,0,0,0,1630,6287,1432,12614,1630,6239,1432,12518,0,48,0,96
1541096611,0,0,0,0,0,1630,6323,1432,12686,1630,6287,1432,12614,0,36,0,72
1541096612,0,0,0,0,0,1630,6332,1432,12707,1630,6323,1432,12686,0,9,0,21
1541096613,0,0,0,0,0,1630,6332,1432,12707,1630,6332,1432,12707,0,0,0,0
1541096614,0,0,0,0,0,1630,6332,1432,12707,1630,6332,1432,12707,0,0,0,0
1541096615,0,0,0,0,0,1630,6356,1432,12755,1630,6332,1432,12707,0,24,0,48
1541096616,0,0,0,0,0,1630,6392,1432,12827,1630,6356,1432,12755,0,36,0,72
1541096617,0,0,0,0,0,1630,6440,1432,12923,1630,6392,1432,12827,0,48,0,96
1541096618,0,0,0,0,0,1630,6476,1432,12995,1630,6440,1432,12923,0,36,0,72
1541096619,0,0,0,0,0,1630,6524,1432,13091,1630,6476,1432,12995,0,48,0,96
1541096620,0,0,0,0,0,1630,6572,1432,13187,1630,6524,1432,13091,0,48,0,96
1541096621,0,0,0,0,0,1630,6608,1432,13259,1630,6572,1432,13187,0,36,0,72
1541096622,0,0,0,0,0,1630,6656,1432,13355,1630,6608,1432,13259,0,48,0,96
1541096623,0,0,0,0,0,1630,6692,1432,13427,1630,6656,1432,13355,0,36,0,72
1541096624,0,0,0,0,0,1630,6740,1432,13523,1630,6692,1432,13427,0,48,0,96
1541096625,0,0,0,0,0,1630,6788,1432,13619,1630,6740,1432,13523,0,48,0,96
1541096626,0,0,0,0,0,1630,6824,1432,13691,1630,6788,1432,13619,0,36,0,72
1541096627,0,0,0,0,0,3135,6875,1434,13793,1630,6824,1432,13691,1505,51,2,102
1541096628,0,0,0,0,0,3135,6914,1434,13871,3135,6875,1434,13793,0,39,0,78
1541096629,0,0,0,0,0,3135,6952,1434,13947,3135,6914,1434,13871,0,38,0,76
1541096630,0,0,0,0,0,3135,7004,1434,14051,3135,6952,1434,13947,0,52,0,104
1541096631,0,0,0,0,0,3135,7019,1434,14082,3135,7004,1434,14051,0,15,0,31
1541096632,0,0,0,0,0,3135,7019,1434,14082,3135,7019,1434,14082,0,0,0,0
1541096633,0,0,0,0,0,3135,7019,1434,14082,3135,7019,1434,14082,0,0,0,0
1541096634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541096690,0,0,0,0,0,58,69,54,139,0,0,0,0,58,69,54,139
1541096691,0,0,0,0,0,73,105,84,211,58,69,54,139,15,36,30,72
1541096692,0,0,0,0,0,93,152,124,305,73,105,84,211,20,47,40,94
1541096693,0,0,0,0,0,113,200,164,401,93,152,124,305,20,48,40,96
1541096694,0,0,0,0,0,128,236,194,473,113,200,164,401,15,36,30,72
1541096695,0,0,0,0,0,148,284,234,569,128,236,194,473,20,48,40,96
1541096696,0,0,0,0,0,163,320,264,641,148,284,234,569,15,36,30,72
1541096697,0,0,0,0,0,183,368,304,737,163,320,264,641,20,48,40,96
1541096698,0,0,0,0,0,203,416,344,833,183,368,304,737,20,48,40,96
1541096699,0,0,0,0,0,218,451,374,903,203,416,344,833,15,35,30,70
1541096700,0,0,0,0,0,238,499,414,999,218,451,374,903,20,48,40,96
1541096701,0,0,0,0,0,253,535,444,1071,238,499,414,999,15,36,30,72
1541096702,0,0,0,0,0,273,583,484,1167,253,535,444,1071,20,48,40,96
1541096703,0,0,0,0,0,293,631,524,1263,273,583,484,1167,20,48,40,96
1541096704,0,0,0,0,0,308,667,554,1335,293,631,524,1263,15,36,30,72
1541096705,0,0,0,0,0,312,676,562,1353,308,667,554,1335,4,9,8,18
1541096706,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096707,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096708,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096709,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096710,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096711,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096712,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096713,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096714,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096715,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096716,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096717,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096718,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096719,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096720,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096721,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096722,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096723,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096724,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096725,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096726,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096727,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096728,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096729,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096730,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096731,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096732,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096733,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096734,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096735,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096736,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096737,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096738,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096739,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096740,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096741,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096742,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096743,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096744,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096745,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096746,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096747,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096748,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096749,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096750,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096751,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096752,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096753,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096754,0,0,0,0,0,312,676,562,1353,312,676,562,1353,0,0,0,0
1541096755,0,0,0,0,0,810,676,564,1353,312,676,562,1353,498,0,2,0
1541096756,0,0,0,0,0,810,676,564,1353,810,676,564,1353,0,0,0,0
1541096757,0,0,0,0,0,836,757,628,1517,810,676,564,1353,26,81,64,164
1541096758,0,0,0,0,0,856,805,668,1613,836,757,628,1517,20,48,40,96
1541096759,0,0,0,0,0,871,841,698,1685,856,805,668,1613,15,36,30,72
1541096760,0,0,0,0,0,874,846,704,1695,871,841,698,1685,3,5,6,10
1541096761,0,0,0,0,0,909,932,759,1867,874,846,704,1695,35,86,55,172
1541096762,0,0,0,0,0,922,980,779,1963,909,932,759,1867,13,48,20,96
1541096763,0,0,0,0,0,930,1015,794,2033,922,980,779,1963,8,35,15,70
1541096764,0,0,0,0,0,931,1018,796,2039,930,1015,794,2033,1,3,2,6
1541096765,0,0,0,0,0,931,1018,796,2039,931,1018,796,2039,0,0,0,0
1541096766,0,0,0,0,0,931,1018,796,2039,931,1018,796,2039,0,0,0,0
1541096767,0,0,0,0,0,965,1018,800,2039,931,1018,796,2039,34,0,4,0
1541096768,0,0,0,0,0,965,1148,800,2299,965,1018,800,2039,0,130,0,260
1541096769,0,0,0,0,0,965,1189,800,2384,965,1148,800,2299,0,41,0,85
1541096776,0,0,0,0,0,965,1282,800,2570,965,1189,800,2384,0,93,0,186
1541096777,0,0,0,0,0,965,1282,800,2572,965,1282,800,2570,0,0,0,2
1541096778,0,0,0,0,0,965,1295,800,2598,965,1282,800,2572,0,13,0,26
1541096779,0,0,0,0,0,965,1331,800,2670,965,1295,800,2598,0,36,0,72
1541096780,0,0,0,0,0,965,1379,800,2766,965,1331,800,2670,0,48,0,96
1541096781,0,0,0,0,0,965,1415,800,2838,965,1379,800,2766,0,36,0,72
1541096782,0,0,0,0,0,965,1463,800,2934,965,1415,800,2838,0,48,0,96
1541096783,0,0,0,0,0,965,1503,800,3014,965,1463,800,2934,0,40,0,80
1541096784,0,0,0,0,0,965,1572,800,3152,965,1503,800,3014,0,69,0,138
1541096785,0,0,0,0,0,965,1595,800,3198,965,1572,800,3152,0,23,0,46
1541096786,0,0,0,0,0,965,1631,800,3270,965,1595,800,3198,0,36,0,72
1541096787,0,0,0,0,0,965,1679,800,3366,965,1631,800,3270,0,48,0,96
1541096788,0,0,0,0,0,965,1727,800,3462,965,1679,800,3366,0,48,0,96
1541096789,0,0,0,0,0,965,1763,800,3534,965,1727,800,3462,0,36,0,72
1541096790,0,0,0,0,0,965,1811,800,3630,965,1763,800,3534,0,48,0,96
1541096791,0,0,0,0,0,965,1847,800,3702,965,1811,800,3630,0,36,0,72
1541096792,0,0,0,0,0,965,1895,800,3798,965,1847,800,3702,0,48,0,96
1541096793,0,0,0,0,0,965,1943,800,3894,965,1895,800,3798,0,48,0,96
1541096794,0,0,0,0,0,965,1979,800,3966,965,1943,800,3894,0,36,0,72
1541096795,0,0,0,0,0,965,2027,800,4062,965,1979,800,3966,0,48,0,96
1541096796,0,0,0,0,0,965,2063,800,4134,965,2027,800,4062,0,36,0,72
1541096797,0,0,0,0,0,965,2111,800,4230,965,2063,800,4134,0,48,0,96
1541096798,0,0,0,0,0,965,2147,800,4302,965,2111,800,4230,0,36,0,72
1541096799,0,0,0,0,0,965,2155,800,4321,965,2147,800,4302,0,8,0,19
1541096800,0,0,0,0,0,965,2172,800,4355,965,2155,800,4321,0,17,0,34
1541096801,0,0,0,0,0,965,2220,800,4451,965,2172,800,4355,0,48,0,96
1541096802,0,0,0,0,0,965,2256,800,4523,965,2220,800,4451,0,36,0,72
1541096803,0,0,0,0,0,965,2304,800,4619,965,2256,800,4523,0,48,0,96
1541096804,0,0,0,0,0,965,2340,800,4691,965,2304,800,4619,0,36,0,72
1541096805,0,0,0,0,0,965,2388,800,4787,965,2340,800,4691,0,48,0,96
1541096806,0,0,0,0,0,965,2436,800,4883,965,2388,800,4787,0,48,0,96
1541096807,0,0,0,0,0,965,2472,800,4955,965,2436,800,4883,0,36,0,72
1541096808,0,0,0,0,0,965,2520,800,5051,965,2472,800,4955,0,48,0,96
1541096809,0,0,0,0,0,965,2556,800,5123,965,2520,800,5051,0,36,0,72
1541096811,0,0,0,0,0,965,2644,800,5299,965,2556,800,5123,0,88,0,176
1541096812,0,0,0,0,0,965,2692,800,5395,965,2644,800,5299,0,48,0,96
1541096813,0,0,0,0,0,965,2728,800,5467,965,2692,800,5395,0,36,0,72
1541096814,0,0,0,0,0,965,2776,800,5563,965,2728,800,5467,0,48,0,96
1541096815,0,0,0,0,0,965,2778,800,5570,965,2776,800,5563,0,2,0,7
1541096816,0,0,0,0,0,965,2795,800,5604,965,2778,800,5570,0,17,0,34
1541096817,0,0,0,0,0,965,2843,800,5700,965,2795,800,5604,0,48,0,96
1541096818,0,0,0,0,0,965,2879,800,5772,965,2843,800,5700,0,36,0,72
1541096819,0,0,0,0,0,965,2927,800,5868,965,2879,800,5772,0,48,0,96
1541096820,0,0,0,0,0,965,2975,800,5964,965,2927,800,5868,0,48,0,96
1541096821,0,0,0,0,0,965,3011,800,6036,965,2975,800,5964,0,36,0,72
1541096822,0,0,0,0,0,965,3059,800,6132,965,3011,800,6036,0,48,0,96
1541096823,0,0,0,0,0,965,3095,800,6204,965,3059,800,6132,0,36,0,72
1541096824,0,0,0,0,0,965,3143,800,6300,965,3095,800,6204,0,48,0,96
1541096825,0,0,0,0,0,965,3191,800,6396,965,3143,800,6300,0,48,0,96
1541096826,0,0,0,0,0,965,3227,800,6468,965,3191,800,6396,0,36,0,72
1541096827,0,0,0,0,0,965,3229,800,6475,965,3227,800,6468,0,2,0,7
1541096828,0,0,0,0,0,965,3246,800,6509,965,3229,800,6475,0,17,0,34
1541096829,0,0,0,0,0,965,3294,800,6605,965,3246,800,6509,0,48,0,96
1541096830,0,0,0,0,0,965,3330,800,6677,965,3294,800,6605,0,36,0,72
1541096831,0,0,0,0,0,965,3378,800,6773,965,3330,800,6677,0,48,0,96
1541096832,0,0,0,0,0,965,3426,800,6869,965,3378,800,6773,0,48,0,96
1541096833,0,0,0,0,0,965,3462,800,6941,965,3426,800,6869,0,36,0,72
1541096834,0,0,0,0,0,965,3508,800,7036,965,3462,800,6941,0,46,0,95
1541096835,0,0,0,0,0,965,3508,800,7036,965,3508,800,7036,0,0,0,0
1541096836,0,0,0,0,0,965,3529,800,7078,965,3508,800,7036,0,21,0,42
1541096837,0,0,0,0,0,965,3577,800,7174,965,3529,800,7078,0,48,0,96
1541096838,0,0,0,0,0,965,3613,800,7246,965,3577,800,7174,0,36,0,72
1541096839,0,0,0,0,0,965,3661,800,7342,965,3613,800,7246,0,48,0,96
1541096840,0,0,0,0,0,965,3697,800,7414,965,3661,800,7342,0,36,0,72
1541096841,0,0,0,0,0,965,3745,800,7510,965,3697,800,7414,0,48,0,96
1541096842,0,0,0,0,0,965,3793,800,7606,965,3745,800,7510,0,48,0,96
1541096843,0,0,0,0,0,965,3829,800,7678,965,3793,800,7606,0,36,0,72
1541096844,0,0,0,0,0,965,3877,800,7774,965,3829,800,7678,0,48,0,96
1541096845,0,0,0,0,0,965,3913,800,7846,965,3877,800,7774,0,36,0,72
1541096846,0,0,0,0,0,965,3961,800,7942,965,3913,800,7846,0,48,0,96
1541096847,0,0,0,0,0,965,3997,800,8014,965,3961,800,7942,0,36,0,72
1541096848,0,0,0,0,0,965,4045,800,8110,965,3997,800,8014,0,48,0,96
1541096849,0,0,0,0,0,965,4093,800,8206,965,4045,800,8110,0,48,0,96
1541096850,0,0,0,0,0,965,4129,800,8278,965,4093,800,8206,0,36,0,72
