timestamp,R_99
1579369700,158.07
1579369701,236.45
1579369702,160.43
1579369703,113.97
1579369704,134.48
1579369705,83.1
1579369706,315.88
1579369707,126.22
1579369708,125.57
1579369709,118.75
1579369710,85.39
1579369711,122.68
1579369712,97.71
1579369713,143.0
1579369714,146.8
1579369715,138.02
1579369716,94.7
1579369717,82.12
1579369718,84.74
1579369719,133.69
1579369720,120.65
1579369721,108.13
1579369722,94.18
1579369723,83.1
1579369724,81.59
1579369725,80.48
1579369726,95.81
1579369727,85.33
1579369728,78.38
1579369729,83.69
1579369730,103.55
1579369731,94.04
1579369732,69.8
1579369733,92.73
1579369734,104.79
1579369735,111.74
1579369736,131.73
1579369737,91.75
1579369738,113.18
1579369739,127.99
1579369740,95.42
1579369741,89.59
1579369742,93.65
1579369743,116.59
1579369744,121.57
1579369745,91.55
1579369746,130.09
1579369747,107.48
1579369748,109.9
1579369749,121.31
1579369750,92.67
1579369751,108.92
1579369752,101.38
1579369753,86.31
1579369754,84.61
1579369755,122.49
1579369756,73.01
1579369757,93.59
1579369758,124.58
1579369759,161.61
1579369760,95.68
1579369761,94.57
1579369762,96.4
1579369763,92.6
1579369764,95.29
1579369765,98.5
1579369766,165.15
1579369767,150.86
1579369768,85.46
1579369769,95.68
1579369770,85.72
1579369771,92.93
1579369772,95.94
1579369773,86.05
1579369774,113.38
1579369775,140.77
1579369776,121.63
1579369777,93.19
1579369778,75.37
1579369779,130.81
1579369780,124.78
1579369781,102.96
1579369782,119.93
1579369783,115.41
1579369784,100.93
1579369785,102.17
1579369786,103.81
1579369787,111.28
1579369788,100.47
1579369789,124.26
1579369790,135.66
1579369791,114.23
1579369792,123.08
1579369793,128.84
1579369794,110.56
1579369795,105.78
1579369796,96.86
1579369797,85.98
1579369798,109.38
1579369799,122.68
1579369800,91.23
1579369801,127.34
1579369802,156.89
1579369803,89.06
1579369804,139.33
1579369805,90.37
1579369806,130.61
1579369807,130.22
1579369808,92.73
1579369809,90.7
1579369810,123.73
1579369811,114.75
1579369812,96.34
1579369813,87.43
1579369814,86.7
1579369815,114.56
1579369816,131.66
1579369817,78.97
1579369818,81.0
1579369819,88.8
1579369820,119.87
1579369821,104.86
1579369822,112.2
1579369823,248.51
1579369824,165.41
1579369825,125.5
1579369826,160.04
1579369827,102.5
1579369828,90.7
1579369829,82.05
1579369830,91.49
1579369831,140.51
1579369832,85.72
1579369833,95.49
1579369834,75.89
1579369835,93.19
1579369836,100.14
1579369837,94.7
1579369838,89.85
1579369839,110.17
1579369840,137.76
1579369841,132.25
1579369842,98.44
1579369843,100.2
1579369844,101.84
1579369845,85.98
1579369846,99.02
1579369847,115.15
1579369848,134.74
1579369849,144.18
1579369850,108.46
1579369851,116.46
1579369852,122.95
1579369853,94.5
1579369854,112.39
1579369855,151.65
1579369856,160.3
1579369857,138.41
1579369858,90.77
1579369859,149.68
1579369860,79.23
1579369861,93.32
1579369862,86.84
1579369863,90.37
1579369864,106.76
1579369865,106.63
1579369866,77.79
1579369867,106.1
1579369868,82.38
1579369869,107.61
1579369870,110.82
1579369871,76.28
1579369872,97.19
1579369873,86.77
1579369874,77.79
1579369875,114.62
1579369876,83.17
1579369877,92.14
1579369878,123.99
1579369879,95.55
1579369880,75.96
1579369881,112.33
1579369882,78.58
1579369883,125.83
1579369884,101.25
1579369885,101.52
1579369886,86.38
1579369887,114.69
1579369888,104.73
1579369889,79.17
1579369890,74.78
1579369891,177.08
1579369892,92.27
1579369893,80.08
1579369894,80.15
1579369895,107.22
1579369896,103.81
1579369897,87.03
1579369898,104.73
1579369899,94.83
1579369900,82.97
1579369901,105.84
1579369902,138.41
1579369903,115.87
1579369904,89.0
1579369905,91.82
